Krok nr 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16,1488948","16,0306337","16,0063019","16,0012963","16,0002666","16,0000548","16,0000113","16,0000023","16,0000005","16,0000001","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","15,9999999","15,9999998","15,9999994","15,9999983","15,9999954","15,9999875","15,9999658","15,9999066","15,9997450","15,9993043","15,9981029","15,9948300","15,9859197","15,9616843","15,8958346","15,7171405","15,2329559","13,9233966","10,3891782"
"16,1503799","16,0308978","16,0063489","16,0013047","16,0002681","16,0000551","16,0000113","16,0000023","16,0000005","16,0000001","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","15,9999999","15,9999998","15,9999994","15,9999983","15,9999953","15,9999872","15,9999649","15,9999038","15,9997365","15,9992780","15,9980213","15,9945754","15,9851224","15,9591779","15,8879295","15,6921344","15,1536480","13,6713033","9,5863458"
"16,1501164","16,0308595","16,0063438","16,0013041","16,0002681","16,0000551","16,0000113","16,0000023","16,0000005","16,0000001","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","15,9999999","15,9999998","15,9999994","15,9999983","15,9999952","15,9999869","15,9999642","15,9999021","15,9997319","15,9992659","15,9979899","15,9944956","15,9849255","15,9587116","15,8868975","15,6901209","15,1508049","13,6722177","9,6169436"
"16,1498224","16,0308158","16,0063377","16,0013034","16,0002680","16,0000551","16,0000113","16,0000023","16,0000005","16,0000001","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","15,9999999","15,9999998","15,9999994","15,9999982","15,9999952","15,9999868","15,9999639","15,9999014","15,9997305","15,9992636","15,9979882","15,9945063","15,9850060","15,9591026","15,8885347","15,6964886","15,1745183","13,7580807","9,9219373"
"16,1513101","16,0310799","16,0063847","16,0013117","16,0002695","16,0000554","16,0000114","16,0000023","16,0000005","16,0000001","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","15,9999999","15,9999998","15,9999994","15,9999982","15,9999951","15,9999866","15,9999633","15,9998995","15,9997245","15,9992442","15,9979260","15,9943057","15,9843555","15,9569853","15,8816217","15,6738556","15,1002434","13,5138293","9,1172701"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krok nr 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16,2323636","16,0783284","16,0223921","16,0058975","16,0014786","16,0003587","16,0000850","16,0000198","16,0000045","16,0000010","16,0000002","16,0000001","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","15,9999992","15,9999976","15,9999938","15,9999838","15,9999583","15,9998929","15,9997264","15,9993043","15,9982416","15,9955855","15,9890065","15,9728854","15,9339089","15,8412604","15,6258760","15,1401530","14,0920580","11,9836367","8,2588002"
"16,2350568","16,0790706","16,0225713","16,0059378","16,0014873","16,0003606","16,0000854","16,0000199","16,0000046","16,0000010","16,0000002","16,0000001","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","15,9999992","15,9999976","15,9999936","15,9999835","15,9999574","15,9998904","15,9997193","15,9992843","15,9981846","15,9954235","15,9885465","15,9715853","15,9302565","15,8310907","15,5979188","15,0646855","13,8936908","11,4829475","7,0767254"
"16,2346037","16,0789677","16,0225527","16,0059352","16,0014872","16,0003606","16,0000854","16,0000199","16,0000046","16,0000010","16,0000002","16,0000001","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","16,0000000","15,9999992","15,9999976","15,9999935","15,9999832","15,9999566","15,9998883","15,9997140","15,9992709","15,9981511","15,9953415","15,9883494","15,9711227","15,9292028","15,8287859","15,5931502","15,0555888","13,8784450","11,4628382","7,0623962"
